Date of Query|Time of Query|Premises Name|Address|postcode|Local Authorities|Business Type|Products Sold|Company Name|Status
10/18/2020|01:09:28|CAMPBELLS  GENERAL STORE|49-51 COLDSTREAM CRESCENT, COLTNESS|ML2 8QJ|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|CAMPBELLS  GENERAL STORE|Active
10/18/2020|01:09:28|Campbell's Newsagents|12 Oliver Place,|TD9 9BG|Scottish Borders|Convenience Store|Tobacco And Nicotine Vapour Products|Oliver Hawick Limited|Active
10/18/2020|01:09:28|Campbells of Islay Ltd|19 Charlotte Street, Port Ellen|PA42 7DF|Argyll and Bute|Convenience Store|Tobacco Only|Campbells of Islay Ltd|Active
10/18/2020|01:09:28|Campbeltown|Rieclachan, Longrow|PA28 6EX|Argyll and Bute|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:09:28|Campbeltown TOFS Store|1 - 3 Main Street,|PA28 6AD|Argyll and Bute|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Original Factory Shop|Active
10/18/2020|01:09:28|CAMPFIELD FILLING STATION|Campfield Filling Station, Glassel|AB31 4DN|Aberdeenshire|Forecourt Garage|Tobacco And Nicotine Vapour Products|I P GRAY|Active
10/18/2020|01:09:28|Campsie Bar|16 Woodhill Road,|G64 1JL|East Dunbartonshire|Public House|Tobacco Only|Campsie Bar|Active
10/18/2020|01:09:28|Campus|396 sauchiehall street,|G2 3JD|Glasgow City|Nightclub|Tobacco Only|bar 396 limited|Active
10/18/2020|01:09:28|Campus|17 Windmill Brae, Aberdeen|AB11 6HU|Aberdeen City|Public House|Tobacco Only|Imperial Tobacco Limited|Inactive
10/18/2020|01:09:28|Campus|17 Windmill Brae,|AB11 6HU|Aberdeen City|Public House|Tobacco Only|Lettuce up north ltd|Inactive
10/18/2020|01:09:28|Campus Supermarket Stirling University|Stirling University, East Link Rd,|FK9 4LF|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|Omar Retail Logistics|Active
10/18/2020|01:09:28|Canal Inn|14 Canal Street, Camelon|FK1 4QU|Falkirk|Public House|Tobacco Only|Canal Inn|Inactive
10/18/2020|01:09:28|Canal Station|Canal Station Bar & Diner, 1 Stow Brae|PA1 2HF|Renfrewshire|Public House|Tobacco Only|Three Thistles PLC|Active
10/18/2020|01:09:28|Canal Stores|29 Canal Court,|KA21 5JS|North Ayrshire|Convenience Store|Tobacco Only|Canal Stores|Active
10/18/2020|01:09:28|Canape Wines|85, Main Street|G71 8ER|South Lanarkshire|Off-Licence|Tobacco Only|Canape Wines|Active
10/18/2020|01:09:28|Candy Bar|113-115 George Street,|EH2 4JN|Edinburgh City|Public House|Tobacco Only|Montpeliers Edinburgh Ltd|Active
10/18/2020|01:09:28|Candy Box|5 Chalmers Street,|G81 1RT|West Dunbartonshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|Candybox|Active
10/18/2020|01:09:35|Candy Mobile Shop|12 Waverley Drive,|EH19 3BL|Midlothian|Mobile Trade|Tobacco Only|Candy Mobile Shop|Active
10/18/2020|01:09:35|candylicious|70 mill street,|FK10 1DY|Clackmannanshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|candylicious|Inactive
10/18/2020|01:09:35|Candyman dessert van|91 woodside drive,|EH26 8BE|Edinburgh City, Fife, Midlothian|Mobile Trade|Tobacco Only|Candyman dessert van|Active
10/18/2020|01:09:35|Canmore golf club|venturefair avenue,|KY12 0PE|Fife|Private Club|Tobacco Only|Canmore golf club|Active
10/18/2020|01:09:35|Cannich Stores & Post Office|Main Street, Cannich|IV4 7LN|Highland|Convenience Store|Tobacco Only|Cannich Stores & Post Office|Active
10/18/2020|01:09:35|Canonbie Post Office|Canonbie Post Office, Canonbie|DG14 0UX|Dumfries and Galloway|Convenience Store|Tobacco Only|Canonbie Post Office|Inactive
10/18/2020|01:09:35|Canonbie Post Office & Shop|Cross Keys Annex,, Main Road|DG14 0SY|Dumfries and Galloway|Convenience Store|Tobacco And Nicotine Vapour Products|Canonbie Post Office & Shop|Active
10/18/2020|01:09:35|Canongate Stores|101 Canongate,|EH8 8BP|Edinburgh City|Convenience Store|Tobacco Only|Canongate Stores|Inactive
10/18/2020|01:09:35|Canonmills Newsagent |Canon Mills Newsagents, 3 Howard Street|EH3 5JP|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Canonmills Newsagents |Active
10/18/2020|01:09:35|Cans|3 George Street,|PA1 2JB|Renfrewshire|Off-Licence|Tobacco And Nicotine Vapour Products|4-6 Old Sneddon Street|Active
10/18/2020|01:09:35|Cans Offsales|3 George Street,|PA1 2JB|Renfrewshire|Convenience Store|Tobacco Only|Cans Offsales|Inactive
10/18/2020|01:09:35|Cantina Express|Dundee University Students Association, DoJ College of Art Perth Road|DD1 4HT|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Dundee University Students Association|Inactive
10/18/2020|01:09:35|Canton|18-20 West Port,|EH1 2JE|Edinburgh City|Other Catering|Tobacco Only|Mister Fung Ltd|Inactive
10/18/2020|01:09:35|Caol|Kilmallie Road, Caol|PH33 7EN|Highland|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:09:35|CAPE DIAM|28, MAIN STREET|EH29 9AA|Edinburgh City|Other Catering|Tobacco Only|CARPE DIEM|Active
10/18/2020|01:09:35|Capital News|12 Groathill Road North,|EH4 2SW|Edinburgh City|Convenience Store|Tobacco Only|Capital News|Active
10/18/2020|01:09:35|Capital news ukltd|Capital Newsagents, 26 Clerk Street|EH8 9HX|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|capital news uk ltd|Inactive
10/18/2020|01:09:35|Capital Newsagents|26 Clerk Street,|EH8 9HX|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Capital Newsagents|Inactive
10/18/2020|01:09:35|Capitol|468 Sauchiehall Street,|G2 3LN|Glasgow City|Public House|Tobacco Only|G1 Group Plc|Active
10/18/2020|01:09:35|Cappadocia Kebab House|10 Forrest Road,|EH1 2QN|Edinburgh City|Restaurant|Tobacco Only|Ferima Ltd|Active
10/18/2020|01:09:41|Caprington Golf Club|Caprington Golf Club, Ayr Road|KA1 4UW|East Ayrshire|Private Club|Tobacco Only|Caprington Golf Club|Active
10/18/2020|01:09:41|Captain Cone|54 Portland Road, KILMARNOCK, KILMARNOCK|KA1 2EH|East Ayrshire|Mobile Trade|Tobacco And Nicotine Vapour Products|Captain Cone|Active
10/18/2020|01:09:41|captain flints|ellesmere buildings, market cross|ZE1 0LL|Shetland Islands|Public House|Tobacco Only|brae stores ltd|Active
10/18/2020|01:09:41|Captains Table|Beach Esplanade,|AB24 5NS|Aberdeen City|Restaurant|Tobacco Only|Captain's Table|Active
10/18/2020|01:09:41|Car|28 fairview way, danestone|AB22 8ZW|Aberdeen City|Other Catering|Tobacco Only|Feed My Hangover Aberdeen|Active
10/18/2020|01:09:41|Carbeth Convinience store(key shop)|7 carbeth road, Milngavie|G62 7PR|East Dunbartonshire|Off-Licence|Tobacco Only|Carbeth convinience store(key shop)|Active
10/18/2020|01:09:41|Carbeth Inn|Stockiemuie Road,|G63 9AY|Glasgow City|Public House|Tobacco Only|Carbeth Inn|Active
10/18/2020|01:09:41|Cardenden - Station Road|179-183 Station Road,|KY5 0BL|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:09:41|Cardenden Superstore LTD|72 Cardenden Road, Cardenden|KY5 0PD|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Cardenden Superstore LTD|Inactive
10/18/2020|01:09:41|cardonald newagents|1834 paisley road west,|G52 3TW|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Cardonald Newsagents|Active
10/18/2020|01:09:41|Cardosi MACE|57 Princes Street,|KW14 7AE|Highland|Convenience Store|Tobacco Only|Skinandis Nightclub|Active
10/18/2020|01:09:41|Cardross Post Office & Stores|Main Road, Cardross|G82 5PX|Argyll and Bute|Convenience Store|Tobacco Only|Cardross Post Office & stores|Active
10/18/2020|01:09:41|Cardwell Road|40 Cardwell Road,|PA19 1UH|Inverclyde|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:09:41|CARE PHARMACY |55 Main Road, Springside|KA11 3AX|North Ayrshire|Other Retail|Tobacco Only|CARE PHARMACY |Active
10/18/2020|01:09:41|careways|174/176 braehead road,|PA2 8QD|Renfrewshire|Off-Licence|Tobacco Only|careways|Active
10/18/2020|01:09:41|carisbrooke hotel|carisbrooke hotel, drumduan road|IV36 1BS|Moray|Hotel|Tobacco Only|carisbrooke hotel|Active
10/18/2020|01:09:41|Carlin's Fast foods|12A Thorniewood Rd, Tannochside|G71 5QQ|North Lanarkshire|Other Catering|Tobacco Only|Carlin's Fast foods|Inactive
10/18/2020|01:09:41|Carlton Lounge and Scores Bar|19 Francis Street,|HS1 2ND|Comhairle nan Eilean Siar|Hotel|Tobacco Only|748 Ltd|Inactive
10/18/2020|01:09:41|Carluke grocers|Carluke grocers, 51 Stewart Street|ML8 5DZ|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|carluke licenced grocers|Active
10/18/2020|01:09:41|carluke licenced grocers|51 stewart street,|ML8 5DZ|South Lanarkshire|Convenience Store|Tobacco Only|carluke licenced grocers|Inactive
10/18/2020|01:09:47|Carluke TOFS Store|56 Chapel St,|ML8 4BA|South Lanarkshire|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Original Factory Shop|Active
10/18/2020|01:09:47|Carnarvon Bar|129 St Georges Road, GLASGOW|G3 6JA|Glasgow City|Public House|Tobacco Only|BELHAVEN LEASED PUBS|Active
10/18/2020|01:09:47|Carnoustie - Barry Road|Barry Road,|DD7 7QJ|Angus|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:09:47|Carnoustie Food Store|75 Ravensby Park Gardens, Carnoustie|DD7 7NY|Angus|Confectionary / Tobacconist / Newsagents|Tobacco Only|Carnoustie Food Store|Inactive
10/18/2020|01:09:47|Carnoustie food store|Carnoustie Food Store, 75 Ravensby Park Gardens|DD7 7NY|Angus|Convenience Store|Tobacco And Nicotine Vapour Products|Carnoustie food store|Active
10/18/2020|01:09:47|Carnoustie Superstore|3 High St,|DD7 6AN|Angus|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:09:47|Carnoustie West End Bowling Club|57A Kinloch Street,|DD7 7ER|Angus|Sports Club|Tobacco Only|Carnoustie West End Bowling Club|Active
10/18/2020|01:09:47|carntyne mini-market|806 carntyne road, carntyne|G32 6NQ|Glasgow City|Entertainment Venue|Tobacco Only|carntyne mini-market|Active
10/18/2020|01:09:47|Carntyne Post Office|798 Shettleston Road, Parkhead|G32 7DP|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Carntyne Post Office|Active
10/18/2020|01:09:47|Carnwath|79 Main Street, Carnwath|ML11 8HH|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|01:09:47|Carnwath Grocers|120 Main Street,|ML11 8HR|South Lanarkshire|Convenience Store|Tobacco Only|Carnwath Grocers|Active
